Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,pose.position.x,pose.position.y,pose.position.z,pose.orientation.x,pose.orientation.y,pose.orientation.z,pose.orientation.w
1626870248.2253942,0,1626870248,225262135,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870248.225496,1,1626870248,225403117,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870248.2505896,2,1626870248,250460284,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870248.2756734,3,1626870248,275507662,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870248.3005207,4,1626870248,300447746,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870248.3255205,5,1626870248,325447110,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870248.3505723,6,1626870248,350478429,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870248.3755584,7,1626870248,375491435,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870248.400554,8,1626870248,400479458,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870248.4255424,9,1626870248,425468985,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870248.45066,10,1626870248,450506605,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870248.4755583,11,1626870248,475488065,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870248.5005498,12,1626870248,500469646,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870248.5255911,13,1626870248,525482436,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870248.5505843,14,1626870248,550475818,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870248.5756543,15,1626870248,575480128,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870248.6013572,16,1626870248,601166078,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870248.625775,17,1626870248,625514177,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870248.6506622,18,1626870248,650581342,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870248.675577,19,1626870248,675467250,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870248.700537,20,1626870248,700456572,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870248.7255943,21,1626870248,725468130,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870248.7506347,22,1626870248,750480535,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870248.7755713,23,1626870248,775461936,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870248.8005629,24,1626870248,800460613,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870248.8255248,25,1626870248,825446904,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870248.8505776,26,1626870248,850469572,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870248.875575,27,1626870248,875507131,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870248.9005566,28,1626870248,900489711,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870248.9255962,29,1626870248,925463786,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870248.9506185,30,1626870248,950468953,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870248.9755375,31,1626870248,975456108,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870249.00052,32,1626870249,431970,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870249.0255392,33,1626870249,25461531,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870249.0507078,34,1626870249,50452436,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870249.075665,35,1626870249,75470680,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870249.1006172,36,1626870249,100501272,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870249.125613,37,1626870249,125475820,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870249.1505544,38,1626870249,150461956,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870249.1755123,39,1626870249,175444032,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870249.2006195,40,1626870249,200459973,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870249.2256143,41,1626870249,225528929,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870249.2507355,42,1626870249,250477935,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870249.275653,43,1626870249,275560223,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870249.3005369,44,1626870249,300471726,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870249.3256128,45,1626870249,325447607,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870249.3505652,46,1626870249,350458882,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870249.3755782,47,1626870249,375452572,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870249.4006135,48,1626870249,400493324,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870249.4256663,49,1626870249,425468350,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870249.450688,50,1626870249,450604852,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870249.47563,51,1626870249,475464829,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870249.500546,52,1626870249,500464386,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870249.5255735,53,1626870249,525457565,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870249.5505912,54,1626870249,550503099,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870249.5755842,55,1626870249,575472443,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870249.600537,56,1626870249,600471771,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870249.625589,57,1626870249,625467267,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870249.6505451,58,1626870249,650457473,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870249.6755757,59,1626870249,675469928,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870249.7006717,60,1626870249,700458716,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870249.725553,61,1626870249,725455839,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870249.750583,62,1626870249,750475671,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870249.7755334,63,1626870249,775458466,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870249.8005302,64,1626870249,800453898,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870249.8255408,65,1626870249,825454542,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870249.8505757,66,1626870249,850479136,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870249.875536,67,1626870249,875464609,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870249.9004848,68,1626870249,900411842,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870249.9256034,69,1626870249,925460163,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870249.9507504,70,1626870249,950549602,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870249.975552,71,1626870249,975458116,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870250.0005927,72,1626870250,470527,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870250.0255346,73,1626870250,25453619,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870250.050521,74,1626870250,50444700,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870250.0755033,75,1626870250,75429556,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870250.1006172,76,1626870250,100469767,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870250.125523,77,1626870250,125442534,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870250.1505587,78,1626870250,150439392,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870250.1755111,79,1626870250,175437298,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870250.2005553,80,1626870250,200438389,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870250.225546,81,1626870250,225462016,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870250.2507064,82,1626870250,250467142,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870250.2755456,83,1626870250,275466933,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870250.3006146,84,1626870250,300482544,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870250.3255239,85,1626870250,325456433,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870250.3507614,86,1626870250,350674819,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870250.375536,87,1626870250,375465665,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870250.4005225,88,1626870250,400451565,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870250.4255447,89,1626870250,425455570,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870250.4505987,90,1626870250,450456349,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870250.47557,91,1626870250,475468735,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870250.50049,92,1626870250,500429751,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870250.525531,93,1626870250,525448349,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870250.5507224,94,1626870250,550489973,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870250.575681,95,1626870250,575487888,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870250.600615,96,1626870250,600468251,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870250.6255932,97,1626870250,625466002,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870250.6505342,98,1626870250,650439452,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870250.6756065,99,1626870250,675464639,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870250.7005105,100,1626870250,700451251,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870250.725564,101,1626870250,725467295,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870250.7508285,102,1626870250,750705861,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870250.7756329,103,1626870250,775483424,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870250.8005886,104,1626870250,800494675,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870250.8255677,105,1626870250,825463123,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870250.850525,106,1626870250,850445825,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870250.8755608,107,1626870250,875482847,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870250.9005408,108,1626870250,900459441,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870250.9255111,109,1626870250,925436603,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870250.9506004,110,1626870250,950520823,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870250.9755282,111,1626870250,975452268,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870251.0005636,112,1626870251,464141,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870251.0255399,113,1626870251,25457206,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870251.0506036,114,1626870251,50467243,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870251.0755332,115,1626870251,75454313,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870251.1007314,116,1626870251,100502724,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870251.125666,117,1626870251,125578900,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870251.1506636,118,1626870251,150466194,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870251.1755314,119,1626870251,175444299,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870251.2009423,120,1626870251,200859177,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870251.2255108,121,1626870251,225440490,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870251.250546,122,1626870251,250476905,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870251.2755451,123,1626870251,275463775,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870251.3008626,124,1626870251,300694575,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870251.3256109,125,1626870251,325459680,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870251.3505588,126,1626870251,350461124,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870251.3755658,127,1626870251,375446775,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870251.400567,128,1626870251,400466186,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870251.4255323,129,1626870251,425461437,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870251.450619,130,1626870251,450465728,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870251.4755907,131,1626870251,475451297,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870251.5006099,132,1626870251,500467938,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870251.525612,133,1626870251,525452905,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870251.550809,134,1626870251,550480876,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870251.575525,135,1626870251,575447466,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870251.600639,136,1626870251,600478878,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870251.6256387,137,1626870251,625494872,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870251.6506867,138,1626870251,650570913,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870251.6756115,139,1626870251,675453504,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870251.7005737,140,1626870251,700464318,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870251.725591,141,1626870251,725453285,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870251.7505662,142,1626870251,750475163,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870251.775552,143,1626870251,775453329,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870251.800586,144,1626870251,800478863,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870251.8256185,145,1626870251,825494122,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870251.8505151,146,1626870251,850441814,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870251.8755975,147,1626870251,875516433,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870251.9005818,148,1626870251,900501983,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870251.9256313,149,1626870251,925454495,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870251.9507623,150,1626870251,950490673,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870251.9755855,151,1626870251,975450265,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870252.000545,152,1626870252,456656,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870252.0255425,153,1626870252,25460458,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870252.0506072,154,1626870252,50530608,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870252.0755208,155,1626870252,75442256,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870252.1005268,156,1626870252,100445540,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870252.1255379,157,1626870252,125464098,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870252.150487,158,1626870252,150417503,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870252.1755478,159,1626870252,175448168,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870252.2005792,160,1626870252,200467179,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870252.22559,161,1626870252,225454001,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870252.2506323,162,1626870252,250527742,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870252.2756698,163,1626870252,275558096,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870252.3005373,164,1626870252,300465633,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870252.3255532,165,1626870252,325475879,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870252.3505788,166,1626870252,350454271,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870252.3755426,167,1626870252,375447759,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870252.400522,168,1626870252,400451809,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870252.4256403,169,1626870252,425470273,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870252.4505265,170,1626870252,450454759,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870252.475635,171,1626870252,475504486,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870252.5012722,172,1626870252,500452415,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870252.5255704,173,1626870252,525446612,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870252.5506427,174,1626870252,550449182,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870252.5755908,175,1626870252,575456782,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870252.6005192,176,1626870252,600443504,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870252.6255667,177,1626870252,625463290,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870252.6509423,178,1626870252,650584900,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870252.6756983,179,1626870252,675529494,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870252.7006037,180,1626870252,700483553,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870252.7255597,181,1626870252,725460559,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870252.75067,182,1626870252,750496314,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870252.7756202,183,1626870252,775503504,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870252.800554,184,1626870252,800463442,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870252.8255513,185,1626870252,825473316,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870252.850582,186,1626870252,850489428,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870252.875641,187,1626870252,875465970,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870252.900617,188,1626870252,900472544,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870252.9260156,189,1626870252,925491407,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870252.9507072,190,1626870252,950535707,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870252.9755394,191,1626870252,975455898,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870253.0005403,192,1626870253,478859,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870253.025602,193,1626870253,25487250,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870253.050588,194,1626870253,50472803,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870253.0755875,195,1626870253,75483700,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870253.100571,196,1626870253,100454648,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870253.1255658,197,1626870253,125440051,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870253.1507168,198,1626870253,150566716,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870253.1758249,199,1626870253,175719385,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870253.2006857,200,1626870253,200479078,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870253.2255921,201,1626870253,225453260,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870253.2505383,202,1626870253,250459828,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870253.2755215,203,1626870253,275448599,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870253.3005288,204,1626870253,300450174,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870253.3256342,205,1626870253,325456007,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870253.3505554,206,1626870253,350466329,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870253.3756595,207,1626870253,375511466,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870253.4005952,208,1626870253,400461684,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870253.4255636,209,1626870253,425468264,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870253.4505377,210,1626870253,450458156,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870253.4755461,211,1626870253,475457606,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870253.500536,212,1626870253,500448266,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870253.5255554,213,1626870253,525452862,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870253.5506158,214,1626870253,550467014,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870253.575576,215,1626870253,575462479,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870253.600652,216,1626870253,600452744,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870253.6256306,217,1626870253,625505171,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870253.6506312,218,1626870253,650468498,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870253.675551,219,1626870253,675463786,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870253.7006974,220,1626870253,700488439,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870253.725574,221,1626870253,725458428,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870253.7506957,222,1626870253,750486173,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870253.7756112,223,1626870253,775468781,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870253.8005652,224,1626870253,800462921,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870253.8255606,225,1626870253,825465662,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870253.8505995,226,1626870253,850469252,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870253.8756142,227,1626870253,875455526,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870253.9005225,228,1626870253,900458332,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870253.9255178,229,1626870253,925442503,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870253.9505296,230,1626870253,950446016,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870253.9756663,231,1626870253,975485928,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870254.0005496,232,1626870254,475971,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870254.0255249,233,1626870254,25456603,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870254.050678,234,1626870254,50602135,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870254.0755363,235,1626870254,75462605,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870254.1005878,236,1626870254,100506212,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870254.1256275,237,1626870254,125486005,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870254.150528,238,1626870254,150445832,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870254.1755342,239,1626870254,175450214,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870254.200722,240,1626870254,200638751,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870254.225522,241,1626870254,225436400,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870254.2505443,242,1626870254,250449590,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870254.2755516,243,1626870254,275451411,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870254.300531,244,1626870254,300463373,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870254.3255875,245,1626870254,325471704,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626870254.350558,246,1626870254,350470343,world,0.0,0.0,1.0,0.0,0.0,0.0,1.0
